Date,Open,High,Low,Close,Volume
2018-01-05,28.09000015258789,28.540000915527344,27.790000915527344,28.40999984741211,212578800
2018-01-12,28.3799991607666,29.25,28.270000457763672,29.229999542236328,247240900
2018-01-19,29.479999542236328,29.549999237060547,28.989999771118164,29.540000915527344,231851000
2018-01-26,29.549999237060547,30.18000030517578,29.510000228881836,30.170000076293945,253397500
2018-02-02,30.190000534057617,30.329999923706055,29.34000015258789,29.360000610351562,291769300
2018-02-09,28.729999542236328,29.209999084472656,26.760000228881836,27.68000030517578,694352700
2018-02-16,27.959999084472656,29.229999542236328,27.709999084472656,28.979999542236328,298801200
2018-02-23,28.920000076293945,29.399999618530273,28.6200008392334,29.1200008392334,191604900
2018-03-02,29.329999923706055,29.770000457763672,27.889999389648438,28.440000534057617,354590100
2018-03-09,28.219999313354492,29.719999313354492,28.209999084472656,29.700000762939453,255627100
2018-03-16,29.700000762939453,29.809999465942383,28.850000381469727,28.8700008392334,264842600
2018-03-23,28.829999923706055,29.100000381469727,26.770000457763672,26.81999969482422,317032700
2018-03-30,27.360000610351562,27.899999618530273,26.850000381469727,27.56999969482422,305506900
2018-04-06,27.56999969482422,28.040000915527344,26.549999237060547,27.170000076293945,353750600
2018-04-13,27.31999969482422,28.239999771118164,27.270000457763672,27.459999084472656,308308500
2018-04-20,27.6200008392334,28.040000915527344,27.389999389648438,27.8799991607666,288121600
2018-04-27,27.959999084472656,28.170000076293945,27.3700008392334,27.700000762939453,247742500
2018-05-04,27.770000457763672,27.920000076293945,26.459999084472656,27.270000457763672,243057600
2018-05-11,27.3700008392334,28.450000762939453,27.260000228881836,28.260000228881836,195748600
2018-05-18,28.34000015258789,28.389999389648438,27.940000534057617,27.950000762939453,196270100
2018-05-25,28.110000610351562,28.5,27.65999984741211,27.850000381469727,210015500
2018-06-01,27.459999084472656,27.6299991607666,26.719999313354492,27.479999542236328,321934600
2018-06-08,27.610000610351562,28.18000030517578,27.309999465942383,28.079999923706055,264033200
2018-06-15,28.170000076293945,28.270000457763672,27.110000610351562,27.469999313354492,297955700
2018-06-22,27.229999542236328,27.600000381469727,27.010000228881836,27.06999969482422,279453200
2018-06-29,26.950000762939453,27.06999969482422,26.309999465942383,26.59000015258789,370927800
2018-07-06,26.3700008392334,26.8700008392334,26.350000381469727,26.670000076293945,178874100
2018-07-13,26.809999465942383,27.389999389648438,26.700000762939453,26.979999542236328,299755400
2018-07-20,27.059999465942383,27.979999542236328,27.040000915527344,27.559999465942383,283750800
2018-07-27,27.559999465942383,28.270000457763672,27.549999237060547,28.1299991607666,292053300
2018-08-03,28.149999618530273,28.360000610351562,27.68000030517578,28.1200008392334,278246100
2018-08-10,28.15999984741211,28.559999465942383,27.829999923706055,27.969999313354492,243019900
2018-08-17,27.969999313354492,28.209999084472656,27.610000610351562,28.170000076293945,266480900
2018-08-24,28.170000076293945,28.510000228881836,28.100000381469727,28.239999771118164,159149300
2018-08-31,28.350000381469727,28.719999313354492,28.170000076293945,28.329999923706055,192538500
2018-09-07,28.270000457763672,28.639999389648438,28.200000762939453,28.329999923706055,157846500
2018-09-14,28.399999618530273,28.440000534057617,27.969999313354492,28.229999542236328,189083900
2018-09-21,28.229999542236328,29.06999969482422,28.059999465942383,28.739999771118164,282130800
2018-09-28,28.709999084472656,28.75,27.540000915527344,27.579999923706055,265184700
2018-10-05,27.739999771118164,28.350000381469727,27.469999313354492,28.0,329925400
2018-10-12,27.920000076293945,28.280000686645508,26.030000686645508,26.43000030517578,522724000
2018-10-19,26.440000534057617,27.190000534057617,26.309999465942383,26.670000076293945,392126100
2018-10-26,26.700000762939453,26.760000228881836,25.020000457763672,25.260000228881836,438143000
2018-11-02,25.56999969482422,26.809999465942383,25.209999084472656,26.3799991607666,409827100
2018-11-09,26.489999771118164,27.520000457763672,26.489999771118164,27.1200008392334,263488800
2018-11-16,27.059999465942383,27.18000030517578,26.030000686645508,26.790000915527344,395746600
2018-11-23,26.770000457763672,26.899999618530273,25.93000030517578,26.0,242139900
2018-11-30,26.270000457763672,27.079999923706055,26.260000228881836,26.969999313354492,247817700
2018-12-07,27.360000610351562,27.469999313354492,24.93000030517578,25.110000610351562,397678400
2018-12-14,25.010000228881836,25.219999313354492,24.190000534057617,24.239999771118164,414228800
2018-12-21,24.100000381469727,24.469999313354492,22.739999771118164,22.790000915527344,546875300
2018-12-28,22.489999771118164,23.899999618530273,22.049999237060547,23.59000015258789,354239600
2019-01-04,23.719999313354492,24.309999465942383,23.399999618530273,24.260000228881836,249748500
2019-01-11,24.209999084472656,24.549999237060547,24.030000686645508,24.5,292910900
2019-01-18,24.260000228881836,26.030000686645508,24.229999542236328,26.0,296921000
2019-01-25,25.780000686645508,26.170000076293945,25.440000534057617,26.0,212360600
2019-02-01,25.75,26.170000076293945,25.709999084472656,26.049999237060547,265355600
2019-02-08,26.059999465942383,26.229999542236328,25.34000015258789,25.670000076293945,256307000
2019-02-15,25.75,26.43000030517578,25.6200008392334,26.43000030517578,228267500
2019-02-22,26.299999237060547,26.68000030517578,26.219999313354492,26.459999084472656,124341000
2019-03-01,26.579999923706055,26.940000534057617,26.360000610351562,26.690000534057617,234531200
2019-03-08,26.760000228881836,26.940000534057617,25.68000030517578,25.969999313354492,278087400
2019-03-15,26.100000381469727,26.709999084472656,25.979999542236328,26.6299991607666,246368200
2019-03-22,26.68000030517578,27.100000381469727,25.229999542236328,25.34000015258789,381640300
2019-03-29,25.309999465942383,25.8799991607666,25.079999923706055,25.709999084472656,299478900
2019-04-05,25.920000076293945,26.700000762939453,25.90999984741211,26.600000381469727,246986300
2019-04-12,26.530000686645508,27.329999923706055,26.280000686645508,27.139999389648438,296018100
2019-04-19,27.149999618530273,27.459999084472656,26.90999984741211,27.34000015258789,207453500
2019-04-26,27.260000228881836,27.719999313354492,27.139999389648438,27.700000762939453,219139800
2019-05-03,27.799999237060547,28.139999389648438,27.6200008392334,28.06999969482422,253984800
2019-05-10,27.579999923706055,27.979999542236328,26.899999618530273,27.479999542236328,266783900
2019-05-17,26.93000030517578,27.209999084472656,26.520000457763672,26.8799991607666,264006700
2019-05-24,26.780000686645508,27.190000534057617,26.420000076293945,26.860000610351562,189491200
2019-05-31,26.780000686645508,26.860000610351562,25.989999771118164,26.010000228881836,164778700
2019-06-07,25.969999313354492,27.270000457763672,25.920000076293945,27.1200008392334,225735800
2019-06-14,27.280000686645508,27.610000610351562,27.0,27.239999771118164,168964900
2019-06-21,27.229999542236328,27.59000015258789,26.93000030517578,27.219999313354492,261243600
2019-06-28,27.170000076293945,27.700000762939453,26.889999389648438,27.600000381469727,263762200
2019-07-05,27.920000076293945,28.270000457763672,27.709999084472656,28.15999984741211,169987800
2019-07-12,28.010000228881836,28.31999969482422,27.809999465942383,28.31999969482422,160766600
2019-07-19,28.329999923706055,28.350000381469727,27.780000686645508,27.940000534057617,186404700
2019-07-26,27.8799991607666,28.709999084472656,27.829999923706055,28.690000534057617,176188300
2019-08-02,28.639999389648438,28.719999313354492,27.229999542236328,27.600000381469727,305179300
2019-08-09,26.989999771118164,27.309999465942383,26.239999771118164,27.170000076293945,341763400
2019-08-16,26.850000381469727,27.170000076293945,25.920000076293945,26.56999969482422,329117100
2019-08-23,26.979999542236328,27.030000686645508,25.920000076293945,26.100000381469727,253932500
2019-08-30,26.270000457763672,27.059999465942383,26.030000686645508,26.920000076293945,230666000
2019-09-06,26.700000762939453,27.68000030517578,26.40999984741211,27.440000534057617,208242900
2019-09-13,27.6299991607666,28.600000381469727,27.56999969482422,28.489999771118164,327744600
2019-09-20,28.25,28.670000076293945,28.059999465942383,28.079999923706055,260087400
2019-09-27,27.940000534057617,28.290000915527344,27.780000686645508,28.06999969482422,277525800
2019-10-04,28.139999389648438,28.170000076293945,26.450000762939453,27.459999084472656,285361800
2019-10-11,27.350000381469727,27.989999771118164,26.760000228881836,27.649999618530273,275070700
2019-10-18,27.559999465942383,28.260000228881836,27.530000686645508,28.110000610351562,218083700
2019-10-25,28.350000381469727,28.729999542236328,28.229999542236328,28.639999389648438,186983600
2019-11-01,28.75,29.149999618530273,28.469999313354492,29.1200008392334,248767200
2019-11-08,29.3700008392334,30.030000686645508,29.290000915527344,29.84000015258789,232562500
2019-11-15,29.65999984741211,29.889999389648438,29.450000762939453,29.75,184093800
2019-11-22,29.75,29.969999313354492,29.520000457763672,29.920000076293945,175318600
2019-11-29,29.959999084472656,30.239999771118164,29.93000030517578,30.149999618530273,134066800
2019-12-06,30.200000762939453,30.459999084472656,29.350000381469727,30.360000610351562,246878500
2019-12-13,30.299999237060547,30.969999313354492,30.1299991607666,30.709999084472656,200043000
2019-12-20,30.959999084472656,31.040000915527344,30.639999389648438,30.68000030517578,250269400
2019-12-27,30.760000228881836,30.90999984741211,30.56999969482422,30.770000457763672,85917700
2020-01-03,30.90999984741211,31.079999923706055,30.59000015258789,30.75,114814300
2020-01-10,30.469999313354492,30.979999542236328,30.459999084472656,30.690000534057617,176713700
2020-01-17,30.760000228881836,31.100000381469727,30.56999969482422,31.030000686645508,179838800
2020-01-24,30.8799991607666,31.020000457763672,30.200000762939453,30.389999389648438,170664700
2020-01-31,29.790000915527344,30.6200008392334,29.75,29.959999084472656,235883500
2020-02-07,30.170000076293945,31.270000457763672,30.149999618530273,30.920000076293945,235555300
2020-02-14,30.81999969482422,31.3799991607666,30.809999465942383,31.170000076293945,117524200
2020-02-21,31.079999923706055,31.280000686645508,30.600000381469727,30.770000457763672,164884700
2020-02-28,29.799999237060547,30.059999465942383,25.969999313354492,26.59000015258789,612897700
2020-03-06,26.639999389648438,28.25,25.030000686645508,25.549999237060547,798920800
2020-03-13,23.0,24.170000076293945,20.299999237060547,23.049999237060547,752746600
2020-03-20,19.350000381469727,21.34000015258789,18.110000610351562,18.90999984741211,641506800
2020-03-27,18.440000534057617,21.81999969482422,17.489999771118164,21.010000228881836,705108100
2020-04-03,21.040000915527344,21.530000686645508,19.360000610351562,19.639999389648438,367118500
2020-04-10,20.6200008392334,23.65999984741211,20.469999313354492,23.3799991607666,367814900
