ticker,source_index,geo
LWAY,nasdaq,US
LXEO,nasdaq,US
LXFR,amex,US
LXI.L,ftse250,EU
LXP,nyse,US
LXU,nyse,US
LYB,nyse,US
LYEL,nasdaq,US
LYFT,nasdaq,US
LYG,nyse,US
LYTS,nasdaq,US
LYV,nyse,US
LZ,nasdaq,US
LZB,nyse,US
M,nyse,US
MA,nyse,US
MAA,nyse,US
MAAS,nasdaq,US
MAC,nyse,US
MAERSK-B.CO,omxc25,EU
MAGN,nyse,US
MAIN,nyse,US
MAMA,nasdaq,US
MAN,nyse,US
MANE,nyse,US
MANH,nasdaq,US
MANU,nyse,US
MAP.MC,ibex35,EU
MAR,nasdaq,US
MARA,nasdaq,US
MAS,nyse,US
MASI,nasdaq,US
MAT,nasdaq,US
MATV,nyse,US
MATX,nyse,US
MAX,nyse,US
MAZE,nasdaq,US
MB.MI,ftsemib,EU
MBC,nyse,US
MBG.DE,dax,EU
MBI,nyse,US
MBIN,nasdaq,US
MBINL,nasdaq,US
MBINM,nasdaq,US
MBINN,nasdaq,US
MBK.WA,wig20,EU
MBLY,nasdaq,US
MBUU,nasdaq,US
MBWM,nasdaq,US
MBX,nasdaq,US
MC,nyse,US
MC.PA,cac40,EU
MCB,nyse,US
MCBS,nasdaq,US
MCD,nyse,US
MCFT,nasdaq,US
MCHB,nasdaq,US
MCHP,nasdaq,US
MCHPP,nasdaq,US
MCI,nyse,US
MCK,nyse,US
MCO,nyse,US
MCRI,nasdaq,US
MCS,nyse,US
MCY,nyse,US
MD,nyse,US
MDB,nasdaq,US
MDGL,nasdaq,US
MDLN,nasdaq,US
MDLZ,nasdaq,US
MDT,nyse,US
MDU,nyse,US
MEC,nyse,US
MEDP,nasdaq,US
MEG,nyse,US
MEI,nyse,US
MEL.MC,ibex35,EU
MELE.BR,bel20,EU
MELI,nasdaq,US
MEOH,nasdaq,US
MESO,nasdaq,US
MET,nyse,US
META,nasdaq,US
METC,nasdaq,US
METCB,nasdaq,US
METSB.HE,omxh25,EU
MFA,nyse,US
MFC,nyse,US
MFG,nyse,US
MFI,nasdaq,US
MFIC,nasdaq,US
MG,nyse,US
MGA,nyse,US
MGEE,nasdaq,US
MGM,nyse,US
MGNI,nasdaq,US
MGNS.L,ftse250,EU
MGPI,nasdaq,US
MGRC,nasdaq,US
MGTX,nasdaq,US
MGY,nyse,US
MH,nyse,US
MHD,nyse,US
MHK,nyse,US
MHO,nyse,US
MIAX,nyse,US
MICC,nyse,US
MIDD,nasdaq,US
MIR,nyse,US
MIRM,nasdaq,US
MITK,nasdaq,US
MIY,nyse,US
MKC,nyse,US
MKL,nyse,US
MKS.L,ftse100,EU
MKSI,nasdaq,US
MKTX,nasdaq,US
ML.PA,cac40,EU
MLAB,nasdaq,US
MLCO,nasdaq,US
MLI,nyse,US
MLKN,nasdaq,US
MLM,nyse,US
MLP,nyse,US
MLR,nyse,US
MLTX,nasdaq,US
MLYS,nasdaq,US
MMI,nyse,US
MMM,nyse,US
MMS,nyse,US
MMSI,nasdaq,US
MMYT,nasdaq,US
MNDI.L,ftse100,EU
MNDY,nasdaq,US
MNG.L,ftse100,EU
MNKS.L,ftse250,EU
MNPR,nasdaq,US
MNRO,nasdaq,US
MNSO,nyse,US
MNST,nasdaq,US
MNTN,nyse,US
MNZS.L,ftse250,EU
MO,nyse,US
MOD,nyse,US
MOH,nyse,US
MOMO,nasdaq,US
MONC.MI,ftsemib,EU
MONY.L,ftse250,EU
MORN,nasdaq,US
MOS,nyse,US
MOV,nyse,US
MOWI.OL,obx,EU
MP,nyse,US
MPB,nasdaq,US
MPC,nyse,US
MPLT,nasdaq,US
MPT,nyse,US
MPWR,nasdaq,US
MQY,nyse,US
MRCY,nasdaq,US
MRK,nyse,US
MRK.DE,dax,EU
MRL.MC,ibex35,EU
MRNA,nasdaq,US
MRO.L,ftse100,EU
MRP,nyse,US
MRSH,nyse,US
MRTN,nasdaq,US
MRVL,nasdaq,US
MRX,nasdaq,US
MS,nyse,US
MSA,nyse,US
MSB,nyse,US
MSBI,nasdaq,US
MSBIP,nasdaq,US
MSCI,nyse,US
MSEX,nasdaq,US
MSFT,nasdaq,US
MSGE,nyse,US
MSGS,nyse,US
MSI,nyse,US
MSIF,nyse,US
MSM,nyse,US
MSTR,nasdaq,US
MT,nyse,US
MT.AS,cac40,EU
MTA,amex,US
MTB,nyse,US
MTCH,nasdaq,US
MTD,nyse,US
MTDR,nyse,US
MTG,nyse,US
MTH,nyse,US
MTLS,nasdaq,US
MTN,nyse,US
MTO.L,ftse250,EU
MTRN,nyse,US
MTRX,nasdaq,US
MTS.MC,ibex35,EU
MTSI,nasdaq,US
MTUS,nyse,US
MTX,nyse,US
MTX.DE,dax,EU
MTZ,nyse,US
MU,nasdaq,US
MUA,nyse,US
MUC,nyse,US
MUFG,nyse,US
MUJ,nyse,US
MUR,nyse,US
MUSA,nyse,US
MUT.L,ftse250,EU
MUV2.DE,dax,EU
MUX,nyse,US
MVBF,nasdaq,US
MWA,nyse,US
MWH,nasdaq,US
MXL,nasdaq,US
MYE,nyse,US
MYI,nyse,US
MYRG,nasdaq,US
MZTI,nasdaq,US
NAGE,nasdaq,US
NAMS,nasdaq,US
NAN,nyse,US
NAT,nyse,US
NATH,nasdaq,US
NATL,nyse,US
NATR,nasdaq,US
NAVI,nasdaq,US
NAVN,nasdaq,US
NB,nasdaq,US
NBBK,nasdaq,US
NBHC,nyse,US
NBIS,nasdaq,US
NBIX,nasdaq,US
NBN,nasdaq,US
NBR,nyse,US
NBTB,nasdaq,US
NBTX,nasdaq,US
NC,nyse,US
NCC.L,ftse250,EU
NCDL,nyse,US
NCLH,nyse,US
NCNO,nasdaq,US
NCV,nyse,US
NCZ,nyse,US
NDA-SE.ST,omxs30,EU
NDAQ,nasdaq,US
NDMO,nyse,US
NDSN,nasdaq,US
NE,nyse,US
NECB,nasdaq,US
NEE,nyse,US
NEGG,nasdaq,US
NEM,nyse,US
NEO,nasdaq,US
NEOG,nasdaq,US
NESN.SW,smi,EU
NESR,nasdaq,US
NESTE.HE,omxh25,EU
NET,nyse,US
NETC.CO,omxc25,EU
NEU,nyse,US
NEWP,amex,US
NEWT,nasdaq,US
NEWTP,nasdaq,US
NEXA,nyse,US
NEXI.MI,ftsemib,EU
NEXN,nasdaq,US
NEXT,nasdaq,US
NFBK,nasdaq,US
NFG,nyse,US
NFLX,nasdaq,US
NG,amex,US
NG.L,ftse100,EU
NGD,amex,US
NGG,nyse,US
NGS,nyse,US
NGVC,nyse,US
NGVT,nyse,US
NHC,amex,US
NHI,nyse,US
NHPAP,nasdaq,US
NHPBP,nasdaq,US
NHY.OL,obx,EU
NI,nyse,US
NIBE-B.ST,omxs30,EU
NIC,nyse,US
NICE,nasdaq,US
NIE,nyse,US
NIO,nyse,US
NIQ,nyse,US
NJR,nyse,US
NKE,nyse,US
NKTR,nasdaq,US
NL,nyse,US
NLY,nyse,US
NMAX,nyse,US
NMCO,nyse,US
NMFC,nasdaq,US
NMIH,nasdaq,US
NMR,nyse,US
NMRK,nasdaq,US
NN,nasdaq,US
NN.AS,aex,EU
NNE,nasdaq,US
NNI,nyse,US
NNN,nyse,US
NNNN,nasdaq,US
NOA,nyse,US
NOAH,nyse,US
NOC,nyse,US
NOG,nyse,US
NOK,nyse,US
NOKIA.HE,omxh25,EU
NOMD,nyse,US
NORDEA.HE,omxh25,EU
NOV,nyse,US
NOVN.SW,smi,EU
NOVO-B.CO,omxc25,EU
NOVT,nasdaq,US
NP,nyse,US
NPB,nyse,US
NPCE,nasdaq,US
NPK,nyse,US
NPKI,nyse,US
NPO,nyse,US
NRDS,nasdaq,US
NRG,nyse,US
NRIM,nasdaq,US
NRIX,nasdaq,US
NRP,nyse,US
NRR.L,ftse250,EU
NSA,nyse,US
NSC,nyse,US
NSIT,nasdaq,US
NSP,nyse,US
NSSC,nasdaq,US
NTAP,nasdaq,US
NTB,nyse,US
NTCT,nasdaq,US
NTES,nasdaq,US
NTGR,nasdaq,US
NTGY.MC,ibex35,EU
NTLA,nasdaq,US
NTNX,nasdaq,US
NTR,nyse,US
NTRA,nasdaq,US
NTRS,nasdaq,US
NTRSO,nasdaq,US
NTSK,nasdaq,US
NTST,nyse,US
NU,nyse,US
NUE,nyse,US
NUS,nyse,US
NUTX,nasdaq,US
NUVB,nyse,US
NUVL,nasdaq,US
NVAX,nasdaq,US
NVCR,nasdaq,US
NVDA,nasdaq,US
NVEC,nasdaq,US
NVGS,nyse,US
NVMI,nasdaq,US
NVO,nyse,US
NVR,nyse,US
NVRI,nyse,US
NVS,nyse,US
NVST,nyse,US
NVT,nyse,US
NVTS,nasdaq,US
NWBI,nasdaq,US
NWE,nasdaq,US
NWG,nyse,US
NWG.L,ftse100,EU
NWN,nyse,US
NWPX,nasdaq,US
NWSA,nasdaq,US
NX,nyse,US
NXE,nyse,US
NXP,nyse,US
NXPI,nasdaq,US
NXRT,nyse,US
NXST,nasdaq,US
NXT,nasdaq,US
NXT.L,ftse100,EU
NYAX,nasdaq,US
NYT,nyse,US
NZYM-B.CO,omxc25,EU
O,nyse,US
OBDC,nyse,US
OBE,amex,US
OBK,nyse,US
OBT,nasdaq,US
OC,nyse,US
OCFC,nasdaq,US
OCS,nasdaq,US
OCSL,nasdaq,US
OCUL,nasdaq,US
ODC,nyse,US
ODD,nasdaq,US
ODFL,nasdaq,US
OEC,nyse,US
OFG,nyse,US
OFIX,nasdaq,US
OFLX,nasdaq,US
OFRM,nyse,US
OGE,nyse,US
OGN,nyse,US
OGS,nyse,US
OHI,nyse,US
OI,nyse,US
OIA,nyse,US
OII,nyse,US
OIS,nyse,US
OKE,nyse,US
OKLO,nyse,US
OKTA,nasdaq,US
OLED,nasdaq,US
OLLI,nasdaq,US
OLMA,nasdaq,US
OLN,nyse,US
OLP,nyse,US
OMAB,nasdaq,US
OMC,nyse,US
OMCL,nasdaq,US
OMDA,nasdaq,US
OMER,nasdaq,US
OMF,nyse,US
OMV.VI,atx,EU
ON,nasdaq,US
ONB,nasdaq,US
ONBPO,nasdaq,US
ONBPP,nasdaq,US
ONC,nasdaq,US
ONDS,nasdaq,US
ONIT,nyse,US
ONON,nyse,US
ONTF,nyse,US
ONTO,nyse,US
OOMA,nyse,US
OPCH,nasdaq,US
OPEN,nasdaq,US
OPFI,nyse,US
OPL.WA,wig20,EU
OPLN,nyse,US
OPRA,nasdaq,US
OPY,nyse,US
OR,nyse,US
OR.PA,cac40,EU
ORA,nyse,US
ORA.PA,cac40,EU
ORC,nyse,US
ORCL,nyse,US
ORI,nyse,US
ORIC,nasdaq,US
ORK.OL,obx,EU
ORKA,nasdaq,US
ORLA,amex,US
ORLY,nasdaq,US
ORN,nyse,US
ORNBV.HE,omxh25,EU
ORRF,nasdaq,US
ORSTED.CO,omxc25,EU
OS,nasdaq,US
OSB.L,ftse250,EU
OSBC,nasdaq,US
OSCR,nyse,US
OSIS,nasdaq,US
OSK,nyse,US
OSPN,nasdaq,US
OTEX,nasdaq,US
OTF,nyse,US
OTIS,nyse,US
OTLY,nasdaq,US
OTTR,nasdaq,US
OUST,nasdaq,US
OUT,nyse,US
OUT1V.HE,omxh25,EU
OVV,nyse,US
OWL,nyse,US
OWLS,nasdaq,US
OWLT,nyse,US
OXIG.L,ftse250,EU
OXLC,nasdaq,US
OXLCN,nasdaq,US
OXLCO,nasdaq,US
OXLCP,nasdaq,US
OXM,nyse,US
OXY,nyse,US
OZK,nasdaq,US
OZKAP,nasdaq,US
PAAS,nyse,US
PAC,nyse,US
PACK,nyse,US
PACS,nyse,US
PAG,nyse,US
PAGE.L,ftse250,EU
PAGS,nyse,US
PAH3.DE,dax,EU
PAHC,nasdaq,US
PAM,nyse,US
PANL,nasdaq,US
PAR,nyse,US
PARR,nyse,US
PATH,nyse,US
PATK,nasdaq,US
PAX,nasdaq,US
PAX.L,ftse250,EU
PAY,nyse,US
PAYC,nyse,US
PAYX,nasdaq,US
PB,nyse,US
PBA,nyse,US
PBF,nyse,US
PBFS,nasdaq,US
PBH,nyse,US
PBI,nyse,US
PBR,nyse,US
PBT,nyse,US
PBYI,nasdaq,US
PCAR,nasdaq,US
PCB,nasdaq,US
PCG,nyse,US
PCOR,nyse,US
PCRX,nasdaq,US
PCT,nasdaq,US
PCTY,nasdaq,US
PCVX,nasdaq,US
PD,nyse,US
PDD,nasdaq,US
PDFS,nasdaq,US
PDI,nyse,US
PDLB,nasdaq,US
PDM,nyse,US
PDO,nyse,US
PDS,nyse,US
PDX,nyse,US
PDYN,nasdaq,US
PEB,nyse,US
PEBO,nasdaq,US
PECO,nasdaq,US
PEG,nyse,US
PEGA,nasdaq,US
PEN,nyse,US
PENG,nasdaq,US
PENN,nasdaq,US
PEO.WA,wig20,EU
PEP,nasdaq,US
PEPG,nasdaq,US
PERI,nasdaq,US
PFBC,nasdaq,US
PFE,nyse,US
PFG,nasdaq,US
PFG.L,ftse250,EU
PFGC,nyse,US
PFIS,nasdaq,US
PFLT,nyse,US
PFS,nyse,US
PFSI,nyse,US
PG,nyse,US
PGC,nasdaq,US
PGE.WA,wig20,EU
PGHN.SW,smi,EU
PGNY,nasdaq,US
PGR,nyse,US
PGY,nasdaq,US
PH,nyse,US
PHAR,nasdaq,US
PHAT,nasdaq,US
PHG,nyse,US
PHI,nyse,US
PHIA.AS,aex,EU
PHIN,nyse,US
PHM,nyse,US
PHNX.L,ftse100,EU
PHOE,nasdaq,US
PHR,nyse,US
PHVS,nasdaq,US
PI,nasdaq,US
PICS,nasdaq,US
PII,nyse,US
PIN.L,ftse250,EU
PINS,nyse,US
PIPR,nyse,US
PIRC.MI,ftsemib,EU
PJT,nyse,US
PK,nyse,US
PKBK,nasdaq,US
PKE,nyse,US
PKG,nyse,US
PKN.WA,wig20,EU
PKO.WA,wig20,EU
PKOH,nasdaq,US
PKST,nyse,US
PKX,nyse,US
PL,nyse,US
PLAB,nasdaq,US
PLAY,nasdaq,US
PLBC,nasdaq,US
PLBL,nasdaq,US
PLD,nyse,US
PLMR,nasdaq,US
PLNT,nyse,US
PLPC,nasdaq,US
PLSE,nasdaq,US
PLTR,nasdaq,US
PLUS,nasdaq,US
PLXS,nasdaq,US
PM,nyse,US
PMM,nyse,US
PMO,nyse,US
PMT,nyse,US
PNC,nyse,US
PNDORA.CO,omxc25,EU
PNFP,nyse,US
PNL.L,ftse250,EU
PNN.L,ftse250,EU
PNNT,nyse,US
PNR,nyse,US
PNTG,nasdaq,US
PODD,nasdaq,US
POET,nasdaq,US
POLY.L,ftse250,EU
PONY,nasdaq,US
POOL,nasdaq,US
POR,nyse,US
POST,nyse,US
POST.VI,atx,EU
POWI,nasdaq,US
POWL,nasdaq,US
POWWP,nasdaq,US
PPC,nasdaq,US
PPG,nyse,US
PPH.L,ftse250,EU
PPHC,nasdaq,US
PPL,nyse,US
PPTA,nasdaq,US
PR,nyse,US
PRA,nyse,US
PRAA,nasdaq,US
PRAX,nasdaq,US
PRCH,nasdaq,US
PRCT,nasdaq,US
PRDO,nasdaq,US
PRG,nyse,US
PRGO,nyse,US
PRGS,nasdaq,US
PRI,nyse,US
PRIM,nyse,US
PRK,amex,US
PRKS,nyse,US
PRLB,nyse,US
PRM,nyse,US
PRMB,nyse,US
PROX.BR,bel20,EU
PRSU,nyse,US
PRTA,nasdaq,US
PRTC,nasdaq,US
PRTH,nasdaq,US
PRU,nyse,US
PRU.L,ftse100,EU
PRVA,nasdaq,US
PRX.AS,aex,EU
PRY.MI,ftsemib,EU
PSA,nyse,US
PSF,nyse,US
PSFE,nyse,US
PSH.L,ftse100,EU
PSIX,nasdaq,US
PSKY,nasdaq,US
PSMT,nasdaq,US
PSN,nyse,US
PSN.L,ftse100,EU
PSNL,nasdaq,US
PSNY,nasdaq,US
PSO,nyse,US
PSON.L,ftse100,EU
PST.MI,ftsemib,EU
PSTG,nyse,US
PSTL,nyse,US
PSX,nyse,US
PTA,nyse,US
PTC,nasdaq,US
PTCT,nasdaq,US
PTEN,nasdaq,US
PTGX,nasdaq,US
PTLO,nasdaq,US
PTRN,nasdaq,US
PUB.PA,cac40,EU
PUBM,nasdaq,US
PUK,nyse,US
PUMP,nyse,US
PVH,nyse,US
PVLA,nasdaq,US
PWP,nasdaq,US
PWR,nyse,US
PXED,nyse,US
PYPL,nasdaq,US
PZU.WA,wig20,EU
PZZA,nasdaq,US
Q,nyse,US
QBTS,nyse,US
QCOM,nasdaq,US
QCRH,nasdaq,US
QDEL,nasdaq,US
QFIN,nasdaq,US
QGEN,nyse,US
QLYS,nasdaq,US
QNST,nasdaq,US
QQ.L,ftse250,EU
QRVO,nasdaq,US
QS,nasdaq,US
QSR,nyse,US
QTWO,nyse,US
QUAD,nyse,US
QUBT,nasdaq,US
QURE,nasdaq,US
QXO,nyse,US
R,nyse,US
RACE,nyse,US
RACE.MI,ftsemib,EU
RAL,nyse,US
RAMP,nyse,US
RAND.AS,aex,EU
RAPP,nasdaq,US
RAPT,nasdaq,US
RARE,nasdaq,US
RAT.L,ftse250,EU
RBA,nyse,US
RBB,nasdaq,US
RBC,nyse,US
RBCAA,nasdaq,US
RBI.VI,atx,EU
RBLX,nyse,US
RBREW.CO,omxc25,EU
RBRK,nyse,US
RCAT,nasdaq,US
RCI,nyse,US
RCKY,nasdaq,US
RCL,nyse,US
RCUS,nyse,US
RDDT,nyse,US
RDN,nyse,US
RDNT,nasdaq,US
RDVT,nasdaq,US
RDW.L,ftse250,EU
RDWR,nasdaq,US
RDY,nyse,US
REAL,nasdaq,US
REC.MI,ftsemib,EU
RED.MC,ibex35,EU
REG,nasdaq,US
REGCO,nasdaq,US
REGCP,nasdaq,US
REGN,nasdaq,US
REL.L,ftse100,EU
RELX,nyse,US
RELY,nasdaq,US
REN.AS,aex,EU
REP.MC,ibex35,EU
REPL,nasdaq,US
REPX,amex,US
RERE,nyse,US
RES,nyse,US
REX,nyse,US
REXR,nyse,US
REYN,nasdaq,US
REZI,nyse,US
RF,nyse,US
RFI,nyse,US
RFMZ,nyse,US
RGA,nyse,US
RGC,nasdaq,US
RGEN,nasdaq,US
RGLD,nasdaq,US
RGNX,nasdaq,US
RGR,nyse,US
RGTI,nasdaq,US
RH,nyse,US
RHI,nyse,US
RHIM.L,ftse250,EU
RHLD,nyse,US
RHM.DE,dax,EU
RHP,nyse,US
RI.PA,cac40,EU
RIG,nyse,US
RIGL,nasdaq,US
RILYL,nasdaq,US
RILYP,nasdaq,US
RIO,nyse,US
RIO.L,ftse100,EU
RIOT,nasdaq,US
RITM,nyse,US
RIVN,nasdaq,US
RJET,nasdaq,US
RJF,nyse,US
RKLB,nasdaq,US
RKT,nyse,US
RKT.L,ftse100,EU
RL,nyse,US
RLAY,nasdaq,US
RLGT,amex,US
RLI,nyse,US
RLJ,nyse,US
RM,nyse,US
RMBS,nasdaq,US
RMD,nyse,US
RMR,nasdaq,US
RMS.PA,cac40,EU
RMT,nyse,US
RMV.L,ftse100,EU
RNG,nyse,US
RNGR,nyse,US
RNK.L,ftse250,EU
RNO.PA,cac40,EU
RNP,nyse,US
RNR,nyse,US
RNST,nyse,US
ROAD,nasdaq,US
ROCK,nasdaq,US
ROCK-B.CO,omxc25,EU
ROG,nyse,US
ROG.SW,smi,EU
ROIV,nasdaq,US
ROK,nyse,US
ROKU,nasdaq,US
ROL,nyse,US
ROOT,nasdaq,US
ROP,nasdaq,US
ROR.L,ftse250,EU
ROST,nasdaq,US
ROVI.MC,ibex35,EU
RPC,nyse,US
RPD,nasdaq,US
RPM,nyse,US
RPRX,nasdaq,US
RQI,nyse,US
RR.L,ftse100,EU
RRBI,nasdaq,US
RRC,nyse,US
RRR,nasdaq,US
RRX,nyse,US
RS,nyse,US
RSG,nyse,US
RSI,nyse,US
RSVR,nasdaq,US
RTO,nyse,US
RTO.L,ftse100,EU
RTX,nyse,US
RUM,nasdaq,US
RUN,nasdaq,US
RUSHA,nasdaq,US
RUSHB,nasdaq,US
RVLV,nyse,US
RVMD,nasdaq,US
RVT,nyse,US
RVTY,nyse,US
RWE.DE,dax,EU
RWS.L,ftse250,EU
RWT,nyse,US
RXO,nyse,US
RXST,nasdaq,US
RY,nyse,US
RYAAY,nasdaq,US
RYAM,nyse,US
RYAN,nyse,US
RYN,nyse,US
RYTM,nasdaq,US
RYZ,nyse,US
RZB,nyse,US
RZC,nyse,US
S,nyse,US
SA,nyse,US
SAB.MC,ibex35,EU
SAE.L,ftse100,EU
SAF.PA,cac40,EU
SAFE,nyse,US
SAFE.L,ftse250,EU
SAFT,nasdaq,US
SAH,nyse,US
SAIA,nasdaq,US
SAIC,nasdaq,US
SAIL,nasdaq,US
SALM.OL,obx,EU
SAM,nyse,US
SAMPO.HE,omxh25,EU
SAN,nyse,US
SAN.MC,ibex35,EU
SAN.PA,cac40,EU
SAND.ST,omxs30,EU
SANM,nasdaq,US
SAP,nyse,US
SAP.DE,dax,EU
SAR,nyse,US
SARO,nyse,US
SATA,nasdaq,US
SATS,nasdaq,US
SB,nyse,US
SBAC,nasdaq,US
SBB-B.ST,omxs30,EU
SBCF,nasdaq,US
SBET,nasdaq,US
SBGI,nasdaq,US
SBH,nyse,US
SBLK,nasdaq,US
SBO.VI,atx,EU
SBR,nyse,US
SBRA,nasdaq,US
SBRY.L,ftse100,EU
SBS,nyse,US
SBSI,nyse,US
SBUX,nasdaq,US
SCA-B.ST,omxs30,EU
SCATC.OL,obx,EU
SCCO,nyse,US
SCHL,nasdaq,US
SCHR.L,ftse250,EU
SCI,nyse,US
SCL,nyse,US
SCM,nyse,US
SCMN.SW,smi,EU
SCSC,nasdaq,US
SCVL,nasdaq,US
SCYR.MC,ibex35,EU
SCZM,nasdaq,US
SD,nyse,US
SDGR,nasdaq,US
SDHC,nyse,US
SDHY,nyse,US
SDR.L,ftse100,EU
SDRL,nyse,US
SDRY.L,ftse250,EU
SE,nyse,US
SEB,amex,US
SEB-A.ST,omxs30,EU
SEDG,nasdaq,US
SEE,nyse,US
SEI,nyse,US
SEIC,nasdaq,US
SEM,nyse,US
SEMR,nyse,US
SENEA,nasdaq,US
SENEB,nasdaq,US
SENS,nasdaq,US
SEPN,nasdaq,US
SERV,nasdaq,US
SEZL,nasdaq,US
SF,nyse,US
SFBS,nyse,US
SFD,nasdaq,US
SFL,nyse,US
SFM,nasdaq,US
SFNC,nasdaq,US
SFST,nasdaq,US
SG,nyse,US
SGE.L,ftse100,EU
SGHC,nyse,US
SGI,nyse,US
SGML,nasdaq,US
SGO.PA,cac40,EU
SGP,nasdaq,US
SGRO.L,ftse100,EU
SGRY,nasdaq,US
SGSN.SW,smi,EU
SGU,nyse,US
SHAK,nyse,US
SHAZ,nasdaq,US
SHB-A.ST,omxs30,EU
SHBI,nasdaq,US
SHC,nasdaq,US
SHED.L,ftse250,EU
SHEL,nyse,US
SHEL.L,ftse100,EU
SHELL.AS,aex,EU
SHEN,nasdaq,US
SHG,nyse,US
SHL.DE,dax,EU
SHLS,nasdaq,US
SHMD,nasdaq,US
SHO,nyse,US
SHOO,nasdaq,US
SHOP,nasdaq,US
SIBN,nasdaq,US
SIE.DE,dax,EU
SIFY,nasdaq,US
SIG,nyse,US
SIGA,nasdaq,US
SIGI,nasdaq,US
SIGIP,nasdaq,US
SII,nyse,US
SIKA.SW,smi,EU
SILA,nyse,US
SIM,amex,US
SIMO,nasdaq,US
SION,nasdaq,US
SIRI,nasdaq,US
SITC,nyse,US
SITE,nyse,US
SITM,nasdaq,US
SJM,nyse,US
SK.PA,cac40,EU
SKA-B.ST,omxs30,EU
SKE,nyse,US
SKF-B.ST,omxs30,EU
SKG.L,ftse100,EU
SKM,nyse,US
SKT,nyse,US
SKWD,nasdaq,US
SKY,nyse,US
SKYH,nyse,US
SKYT,nasdaq,US
SLAB,nasdaq,US
SLB,nyse,US
SLDB,nasdaq,US
SLDE,nasdaq,US
SLF,nyse,US
SLG,nyse,US
SLGN,nyse,US
SLHN.SW,smi,EU
SLM,nasdaq,US
SLMBP,nasdaq,US
SLNHP,nasdaq,US
SLNO,nasdaq,US
SLR.MC,ibex35,EU
SLRC,nasdaq,US
SLSR,amex,US
SLVM,nyse,US
SM,nyse,US
SMA,nyse,US
SMBC,nasdaq,US
SMBK,nyse,US
SMC,nyse,US
SMCI,nasdaq,US
SMDS.L,ftse100,EU
SMFG,nyse,US
SMG,nyse,US
SMIN.L,ftse100,EU
SMMT,nasdaq,US
SMP,nyse,US
SMPL,nasdaq,US
SMR,nyse,US
SMT.L,ftse100,EU
SMTC,nasdaq,US
SN,nyse,US
SN.L,ftse100,EU
SNA,nyse,US
SNAP,nyse,US
SNCY,nasdaq,US
SNDA,nyse,US
SNDK,nasdaq,US
SNDR,nyse,US
SNDR.L,ftse250,EU
SNDX,nasdaq,US
SNEX,nasdaq,US
SNN,nyse,US
SNPS,nasdaq,US
SNX,nyse,US
SNY,nasdaq,US
SO,nyse,US
SOBO,nyse,US
SOC,nyse,US
SOF.BR,bel20,EU
SOFI,nasdaq,US
SOHOB,nasdaq,US
SOHON,nasdaq,US
SOHOO,nasdaq,US
SOHU,nasdaq,US
SOL.MC,ibex35,EU
SOLB.BR,bel20,EU
SOLS,nasdaq,US
SOLV,nyse,US
SON,nyse,US
SONO,nasdaq,US
SONY,nyse,US
SOP.PA,cac40,EU
SOR,nyse,US
SOUN,nasdaq,US
SPB,nyse,US
SPFI,nasdaq,US
SPG,nyse,US
SPGI,nyse,US
SPH,nyse,US
SPHR,nyse,US
SPIR,nyse,US
SPL.WA,wig20,EU
SPM.MI,ftsemib,EU
SPNT,nyse,US
SPOT,nyse,US
SPRY,nasdaq,US
SPSC,nasdaq,US
SPT,nasdaq,US
SPT.L,ftse250,EU
SPX.L,ftse100,EU
SPXC,nyse,US
SQM,nyse,US
SR,nyse,US
SRAD,nasdaq,US
SRCE,nasdaq,US
SRE,nyse,US
SREN.SW,smi,EU
SRG.MI,ftsemib,EU
SRPT,nasdaq,US
SRRK,nasdaq,US
SRT3.DE,dax,EU
SSAB-A.ST,omxs30,EU
SSB,nyse,US
SSD,nyse,US
SSE.L,ftse100,EU
SSL,nyse,US
SSNC,nasdaq,US
SSON.L,ftse250,EU
SSRM,nasdaq,US
SSTK,nyse,US
SSYS,nasdaq,US
ST,nyse,US
STAA,nasdaq,US
STAG,nyse,US
STAN.L,ftse100,EU
STB.OL,obx,EU
STBA,nasdaq,US
STC,nyse,US
STE,nyse,US
STEL,nyse,US
STEP,nasdaq,US
STERV.HE,omxh25,EU
STKL,nasdaq,US
STLA,nyse,US
STLAP.PA,cac40,EU
STLD,nasdaq,US
STM,nyse,US
STM.MI,ftsemib,EU
STM.PA,cac40,EU
STN,nyse,US
STNE,nasdaq,US
STNG,nyse,US
STOK,nasdaq,US
STRA,nasdaq,US
STRC,nasdaq,US
STRD,nasdaq,US
STRF,nasdaq,US
STRK,nasdaq,US
STRL,nasdaq,US
STRO,nasdaq,US
STRT,nasdaq,US
STS.L,ftse250,EU
STT,nyse,US
STUB,nyse,US
STVN,nyse,US
STWD,nyse,US
STX,nasdaq,US
STZ,nyse,US
SU,nyse,US
SU.PA,cac40,EU
SUBC.OL,obx,EU
SUI,nyse,US
SUPN,nasdaq,US
SUPV,nyse,US
SUPX,nasdaq,US
SUZ,nyse,US
SVM,amex,US
SVRA,nasdaq,US
SVS.L,ftse250,EU
SVT.L,ftse100,EU
SVV,nyse,US
SWBI,nasdaq,US
SWED-A.ST,omxs30,EU
SWIM,nasdaq,US
SWK,nyse,US
SWKS,nasdaq,US
SWX,nyse,US
SXC,nyse,US
SXI,nyse,US
SXS.L,ftse250,EU
SXT,nyse,US
SY1.DE,dax,EU
SYBT,nasdaq,US
SYDB.CO,omxc25,EU
SYF,nyse,US
SYK,nyse,US
SYM,nasdaq,US
